,Company,constant,year,score,total,market_cap,growth,excess_return
283,Lowes,1,2020,-0.1791683693825795,1555,104715.0,0.2418500859344681,0.20141663214708472
284,Lowes,1,2021,0.44850475176398535,2589,140289.5,0.07425471834994468,0.36450841818588375
285,Micron,1,2017,-0.7653042986885629,1164,34066.5,0.6390031454149527,0.7500301429286078
286,Micron,1,2018,-0.5483878524099706,1930,45942.5,0.4954728865269167,-0.20332027859040158
287,Micron,1,2019,-0.5668488265613402,1787,48157.0,-0.22983778092198348,0.40614522132775344
288,Micron,1,2020,-0.3314714061313783,1365,65693.0,-0.08420917713406817,0.235328248275553
289,Micron,1,2021,0.026209968051406803,2076,85455.0,0.29251224632610207,-0.02990103455521198
290,Microsoft,1,2017,-0.24839702245021533,1887,571533.0,0.05942690392083727,0.22159185526858205
291,Microsoft,1,2018,-0.6776146714695575,1252,722466.0,0.1427861366248666,0.2722848249519966
292,Microsoft,1,2019,-0.19532172176502785,1696,994044.0,0.14029539688292858,0.286800160376393
293,Microsoft,1,2020,-0.613001261939764,940,1442333.5,0.1364557424727637,0.26275161748309817
294,Microsoft,1,2021,-0.7422280809993509,4317,2103344.0,0.17531727441177503,0.2501491257831845
295,Mohawk,1,2017,-1.0906789681064513,596,17659.5,0.05938162741377395,0.1740470372201377
296,Mohawk,1,2018,-1.182983838863299,652,14593.5,0.051838583921610004,-0.5061379427608893
297,Mohawk,1,2019,-1.111447564026742,578,9222.5,-0.001302213763397786,-0.12274097969384035
298,Mohawk,1,2020,-0.5368497435653646,1084,9901.0,-0.041925777331995984,-0.12907997772079338
299,Mohawk,1,2021,-0.4260838986571473,1640,11187.0,0.17252931323283072,0.023587665675923297
300,Mondelez,1,2017,-0.5160811476450738,1202,66211.0,-0.0010415461173475249,-0.2300312773706964
301,Mondelez,1,2018,-0.3799314632787234,1574,61078.0,0.003359592215013807,0.03621466258695838
302,Mondelez,1,2019,-0.6314622360911336,1441,68751.0,-0.004425970827079295,0.11545816855674618
303,Mondelez,1,2020,0.04236332043385516,3268,81463.0,0.027563012215865212,-0.07675597881515639
304,Mondelez,1,2021,-0.5160811476450738,1202,88060.5,0.08047101312967908,-0.12316257757233884
305,NiSource,1,2017,-1.1368314034848752,427,7895.0,0.08504007123775592,-0.018224761131606204
306,NiSource,1,2018,-1.148369512329481,404,9008.0,0.049240869922035246,0.10179971074396199
307,NiSource,1,2019,-1.3075954143850435,33,9885.0,0.01838091513492368,-0.1584378812885947
308,NiSource,1,2020,-1.1229856728713479,362,9594.5,-0.10119047619047616,-0.31133915604705653
309,NiSource,1,2021,-1.134523781715954,363,9816.0,0.046571245460371724,-0.021378967915580027
310,Northrop,1,2017,0.37927609869634954,2318,47210.0,0.05253784505788062,0.12448627543937008
311,Northrop,1,2018,0.4392742646883006,2420,47972.5,0.15732195046915853,-0.11499403723197676
312,Northrop,1,2019,0.5846544361303359,1902,50244.5,0.12447250373816243,0.13810466363993457
313,Northrop,1,2020,0.5708087055168086,2185,69385.5,0.087408764516415,-0.2617813150818752
314,Northrop,1,2021,1.1177150647511318,2742,71083.0,-0.03076170548112722,0.024011554645043454
315,NortonLifeLock,1,2017,-0.11686258162170725,2146,16145.5,-0.3632744463796964,0.022716049741003497
316,NortonLifeLock,1,2018,-0.44223725103959566,1688,14627.5,-0.0402500976944119,-0.2673600778705598
317,NortonLifeLock,1,2019,-0.3476247585138267,1766,13978.0,0.01384364820846895,0.08259858495173322
318,NortonLifeLock,1,2020,-0.458390603422044,1597,14198.5,0.02449799196787139,0.2809671061958623
319,NortonLifeLock,1,2021,-0.12840069046631322,1666,13708.0,0.09604076832614661,-0.00558798623470147
320,NorweigeanCruiseLine,1,2017,-1.1299085381781115,1096,10914.0,0.10709889208042678,0.09042949441813741
321,NorweigeanCruiseLine,1,2018,-1.0814484810307665,854,10745.5,0.12212750185322463,-0.15861784403601065
322,NorweigeanCruiseLine,1,2019,-1.0099122061942094,1487,10876.0,0.06721717588769605,0.08913863458321925
323,NorweigeanCruiseLine,1,2020,-0.6729994279317151,2291,10227.0,-0.8020736614051377,-0.7272185684853605
324,NorweigeanCruiseLine,1,2021,1.0046415980739931,3619,8336.5,-0.4941360437842064,-0.45335524653407044
325,NRG,1,2017,-0.2507046442191365,3268,6442.5,0.01783510936623678,1.1697101651943338
326,NRG,1,2018,-0.16763026053797353,3447,10249.5,0.04452281243112188,0.44570315878157996
327,NRG,1,2019,-0.3914695721233294,5692,10741.0,0.03618906942392908,-0.28189618517364146
328,NRG,1,2020,-0.6522308320114243,2931,9585.5,-0.07412687099073412,-0.1839991990911377
329,NRG,1,2021,-0.35916286735843267,2835,9859.0,1.9681073353128782,-0.08351368901410594
330,Nvidia,1,2017,0.266202632019211,2520,103851.0,0.4057887120115775,0.7678511696637982
331,Nvidia,1,2018,0.3515846374692952,2582,122575.0,0.20609429689108505,-0.25836110536783863
332,Nvidia,1,2019,0.598500166743863,2682,125493.0,-0.06811198361215431,0.4806497508694929
333,Nvidia,1,2020,0.3908142075409555,3017,237460.0,0.5272943762593882,1.0603674652942947
334,Nvidia,1,2021,0.526963891907306,3239,446313.0,0.6140329835082459,0.9852199090878775
335,Omnicon,1,2017,-0.3822390850476446,1245,18436.5,-0.00927607680332121,-0.31355713565971133
336,Omnicon,1,2018,-0.3083951884421664,1194,16605.0,0.0011130753617494271,0.11031061425165933
337,Omnicon,1,2019,-0.4260838986571473,1380,17027.0,-0.02204054937867883,-0.145036799062374
338,Omnicon,1,2020,-0.0914787421635741,2044,15524.5,-0.11917341001805659,-0.358396977308327
339,Omnicon,1,2021,-0.16070739523120994,1555,14491.0,0.0848834560777465,-0.05016310369182153
340,Pentair,1,2017,-0.6383851013978972,1915,11507.0,0.023381294964028854,0.044095542797640164
341,Pentair,1,2018,-0.6383851013978972,1524,9691.5,0.04217926186291732,-0.11410444719899826
342,Pentair,1,2019,-0.7168442415412177,1539,7134.5,-0.0026981450252950845,-0.051974062453563175
343,Pentair,1,2020,-0.5760793136370249,1388,8270.5,0.020290835306053356,0.016293059946596467
344,Pentair,1,2021,0.2338959272543143,2970,10458.0,0.24759695061319187,0.12349948461691884
345,Pepsi,1,2017,-0.5806945571748673,1848,160301.0,0.011560693641618602,-0.034297394597545994
346,Pepsi,1,2018,-0.6868451585452422,1628,163162.0,0.017882723337268702,0.036961536101143055
347,Pepsi,1,2019,-0.7560738116128781,1859,173786.0,0.038663181825211446,-0.015021388246227119
348,Pepsi,1,2020,-1.2568277354687774,166,196129.0,0.04781048525185749,-0.04587199192297975
349,Pepsi,1,2021,-1.2337515177795653,177,218973.0,0.1293412152560678,-0.07960664630973646
350,PNC,1,2017,0.18543587010696921,2610,62777.0,0.0981550264872435,0.05762542070893373
351,PNC,1,2018,0.044670942202776356,2424,61299.0,0.05633490435264754,-0.10157203043015373
352,PNC,1,2019,0.7369574728791346,2952,61945.0,0.08319773240249861,0.12027482982976667
353,PNC,1,2020,-0.8645320347521742,720,66538.0,-0.11504167474316729,-0.19035104556848603
354,PNC,1,2021,0.12082246057717577,2202,73939.5,0.07863322746687107,0.11291929607912898
355,P_G,1,2017,0.5777315708235723,3445,229558.5,-0.0036907150186067383,-0.08370123628852255
356,P_G,1,2018,1.5907775273799765,4334,231565.0,0.027267976267330685,0.11984226730157321
357,P_G,1,2019,2.001534202247949,4724,270243.5,0.012748384007660984,0.10822379984553088
358,P_G,1,2020,2.7999713342946824,5823,328244.5,0.04825364931150644,-0.021069016848940914
359,P_G,1,2021,3.3238014758397934,8264,370433.5,0.07284002818886548,-0.06371038059374245
360,Prologis,1,2017,-0.5922326660194733,1814,31115.0,0.033557046979865834,0.05542133618021472
361,Prologis,1,2018,-0.3014723231354028,2113,36204.0,0.0710466004583652,0.014932981165219794
362,Prologis,1,2019,-0.885300630672465,716,47199.5,0.18758915834522116,0.269875975957236
363,Prologis,1,2020,-0.93376068781981,622,64993.5,0.33273273273273274,-0.015185594094371924
364,Prologis,1,2021,-0.32685616259353595,2303,99072.0,0.07232987832356907,0.4543738124737233
365,PVH,1,2017,-0.052249172091913806,1707,8497.5,0.08667560648543216,0.33562715091488826
366,PVH,1,2018,-0.2968570795975604,1564,9759.0,0.08323984743100743,-0.2603317022695826
367,PVH,1,2019,-0.11224733808386486,2391,8180.5,0.026201325600662795,-0.15572631817826887
368,PVH,1,2020,0.277740740863817,2904,5412.0,-0.28025027752548193,-0.26865273433430803
369,PVH,1,2021,1.3392467545675664,8763,5956.0,0.2835109366236679,-0.13266641616393082
370,Qualcomm,1,2017,-0.2530122659880577,1682,97084.0,-0.05502250148594723,-0.1578877865041457
371,Qualcomm,1,2018,-0.6706918061627939,1197,82143.0,0.015859466259322552,-0.022518803215638705
372,Qualcomm,1,2019,-0.43992962927067447,1449,85129.5,0.0735040467029322,0.3188605648932763
373,Qualcomm,1,2020,-0.2530122659880577,1632,134838.5,-0.03056894491822193,0.608242615656764
374,Qualcomm,1,2021,0.5592705966722027,2662,186474.5,0.4264587140368026,-0.05664486817568237
375,QuestDiagnostics,1,2017,-0.14455404284876158,1015,13082.5,0.02606043803715008,-0.10440641701907727
376,QuestDiagnostics,1,2018,-0.16993788230689472,1003,12377.5,0.017427722237233212,-0.07189801907381643
377,QuestDiagnostics,1,2019,0.46004286060859134,1742,12857.5,0.025892975700438248,0.030778844499709468
378,QuestDiagnostics,1,2020,-0.1422464210798404,1263,15222.0,0.22146000517732323,-0.0214850250191454
379,QuestDiagnostics,1,2021,0.2269730619475507,2022,18642.0,0.14315990251139143,0.20965474921985927
380,RoyalCaribbean,1,2017,-0.2991647013664816,2802,21570.5,0.033074387947269246,0.2756580075602535
381,RoyalCaribbean,1,2018,-0.4122381680436201,1678,22987.5,0.08157684858151981,-0.09891529920768305
382,RoyalCaribbean,1,2019,-0.3568552455895114,1752,24213.0,0.15348151269356358,0.11063991777334392
383,RoyalCaribbean,1,2020,-0.44223725103959566,2166,22859.0,-0.7983561643835616,-0.5976023709969632
384,RoyalCaribbean,1,2021,-0.008404358482411112,2459,18661.5,-0.3061594202898551,-0.23933843210529115
385,S_P,1,2017,-0.4053153027368565,1315,35530.5,0.07631160572337037,0.3747504865731808
386,S_P,1,2018,-0.07071014624328335,1785,42917.5,0.02708025603151154,0.0915492527750904
387,S_P,1,2019,-0.20455220884071262,1307,54685.5,0.07046979865771807,0.33388702151513505
388,S_P,1,2020,0.194666357182654,2039,72912.5,0.11091207642931789,0.051374133402086075
389,S_P,1,2021,-0.049941550322992606,1833,96384.0,0.11488847084117171,0.177914063102125
390,Seagate,1,2017,-1.3075954143850435,6,11673.5,-0.034856630824372736,-0.040704184542444954
391,Seagate,1,2018,0.11389959527041219,1867,11540.5,0.03834370067774584,0.016436899346546574
392,Seagate,1,2019,0.18543587010696921,2663,13226.0,-0.07099427753934195,0.3326274355967851
393,Seagate,1,2020,0.4415818864572218,3012,15723.5,0.011453320500481201,-0.06119733937728267
394,Seagate,1,2021,0.8846452660900911,3301,20562.0,0.016366923589304472,0.5785739665578615
395,SealedAir,1,2017,-1.0952942116442936,522,8829.0,0.059368321063880236,-0.1161332095279437
396,SealedAir,1,2018,-1.24298200485525,151,7180.0,0.06074871105133384,-0.21360762407423672
397,SealedAir,1,2019,-1.1252932946402692,593,5810.5,0.012468300929839415,-0.1276647727689897
398,SealedAir,1,2020,-0.8968387395170709,746,6629.0,0.023377165518680965,0.007150729448336168
399,SealedAir,1,2021,-0.4976201734937043,1151,8550.0,0.12849275953497852,0.22482728800574736
400,SouthwestAirlines,1,2017,-0.22301318299208217,3564,34759.5,0.0422396372418552,0.14323713522187398
401,SouthwestAirlines,1,2018,0.044670942202776356,3994,32486.5,0.03873072921592735,-0.2211360142798665
402,SouthwestAirlines,1,2019,0.0654395381230671,5234,27272.0,0.021078989301160922,-0.11156411592122173
403,SouthwestAirlines,1,2020,0.02390234628248561,3848,27960.5,-0.5965757089352595,-0.2957980535083068
404,SouthwestAirlines,1,2021,0.5246562701383848,4202,26435.5,0.7451370468611849,-0.34981132586271557
405,Stanley,1,2017,-1.1575999994051658,345,21652.5,0.11843353747951357,0.28683447387023797
406,Stanley,1,2018,-1.1437542687916387,281,21986.0,0.07835878451334266,-0.2062059598935887
407,Stanley,1,2019,-1.1529847558673234,360,21584.5,-0.07652696323844943,0.12382565121518252
408,Stanley,1,2020,-1.1391390252537963,372,26914.0,0.01122986369268908,-0.06533915951718261
409,Stanley,1,2021,-1.097601833413215,430,29680.0,0.19606341426054996,-0.19611092619637338
410,Starbucks,1,2017,-0.9522216619711796,689,81257.5,0.05024630541871922,-0.13346077560688818
411,Starbucks,1,2018,-0.9176073354373617,819,80176.5,0.10421692129009208,0.21347281029658471
412,Starbucks,1,2019,-1.1276009164091905,540,91362.0,0.07237347789150039,0.10207166290886205
413,Starbucks,1,2020,-1.0583722633415544,637,111905.5,-0.11279613701524072,0.07929452285866856
414,Starbucks,1,2021,-0.8368405735251199,873,128479.0,0.2356492899056042,-0.1665217877148315
415,Tapestry,1,2017,-0.23455129183668816,1875,11198.5,-0.0006680026720107257,0.1228012306243158
416,Tapestry,1,2018,-0.1837836129204219,1771,11188.0,0.31016042780748654,-0.16172365874960393
417,Tapestry,1,2019,-0.8899158742103074,789,8607.5,0.02499999999999991,-0.4484615029980905
418,Tapestry,1,2020,-0.8322253299872775,719,7987.5,-0.1768707482993197,0.0060372682163427616
419,Tapestry,1,2021,-0.18839885645826426,1967,9864.5,0.15823422697036893,0.05397478493215191
420,TexasInstruments,1,2017,-0.730689972154745,1469,87932.5,0.1189977561705311,0.2770564957285002
421,TexasInstruments,1,2018,-0.8137643558359079,1314,96851.5,0.05500969186551696,-0.011537271685245876
422,TexasInstruments,1,2019,-1.0837561027996876,978,105346.5,-0.08876077040040542,0.10685344887444814
423,TexasInstruments,1,2020,0.8731071572454852,3710,135292.0,0.005423068900785699,0.15442378116429234
424,TexasInstruments,1,2021,0.9215672143928302,4096,162359.5,0.2685153170596777,-0.10081225214906864
425,TJX,1,2017,0.33081604154900446,1837,49013.5,0.08079438266582284,-0.1606755241442348
426,TJX,1,2018,0.37927609869634954,1912,54959.0,0.08666071826901622,0.25594300300271955
427,TJX,1,2019,0.4669657259153549,2151,65668.5,0.07040952478702667,0.09878559920865637
428,TJX,1,2020,0.7138812551899227,2381,73962.0,-0.22964809665356223,-0.040047509807735304
429,TJX,1,2021,1.145406525978186,2866,81018.0,0.5107356235997014,-0.1406605015980278
430,UnionPacific,1,2017,-0.2968570795975604,1753,95501.5,0.06514216939972917,0.16075979388979778
431,UnionPacific,1,2018,-0.06840252447436217,2110,103702.5,0.07495291902071566,0.10969138824455571
432,UnionPacific,1,2019,0.681574550425026,3209,113675.0,-0.04922915206727396,0.048217942851628726
433,UnionPacific,1,2020,1.431551625324414,3794,132908.5,-0.10019347705914872,0.013761086614114681
434,UnionPacific,1,2021,2.1630677260724327,6700,151136.5,0.11626478267547236,-0.035793801309955686
435,UPS,1,2017,-1.3075954143850435,0,101358.0,0.08074987826651525,-0.08618610007441951
436,UPS,1,2018,-0.22532080476100338,2051,93237.5,0.07923706540512132,-0.1155586978359906
437,UPS,1,2019,-0.43531438573283204,1609,92108.5,0.03107387873811951,-0.046416905142175446
438,UPS,1,2020,-1.3075954143850435,0,122991.0,0.1421707560666181,0.32384294786592616
439,UPS,1,2021,-0.7122289980033754,627,165928.5,0.14958406201257257,0.031262649447734825
440,UnitedRentals,1,2017,-0.6199241272465276,1160,11715.5,0.15255119750086776,0.39397819496319664
441,UnitedRentals,1,2018,-0.6822299150073998,1057,11427.0,0.2117151031471165,-0.3392274190352199
442,UnitedRentals,1,2019,-0.34070189320706307,2015,10424.5,0.16204796818690204,0.33776768610298147
443,UnitedRentals,1,2020,0.17620538303128444,2055,14631.5,-0.08779809646027159,0.22800858512222422
444,UnitedRentals,1,2021,0.8338775871738248,2663,20392.5,0.1390386869871043,0.16391295359457447
445,Verizon,1,2017,-0.6430003449357395,1412,216768.0,0.0004286394665820037,-0.1655608875954706
446,Verizon,1,2018,-0.3914695721233294,1326,224113.5,0.03831505784153477,0.17020063539504904
447,Verizon,1,2019,0.06313191635414592,1783,243119.5,0.007679787258430659,-0.15041623670916393
448,Verizon,1,2020,0.33312366331792564,2824,248525.0,-0.027118027118027133,-0.1639068994000178
449,Verizon,1,2021,1.240019018503955,4982,230614.5,0.041475696068344,-0.3444322739094089
450,Visa,1,2017,0.5546553531343603,2366,219256.0,0.22914732794059134,0.2565910245511651
451,Visa,1,2018,-0.5160811476450738,1172,273994.5,0.11171647426906883,0.22998469882370653
452,Visa,1,2019,0.18543587010696921,1593,347555.5,0.1149012567324954,0.1444897387348234
453,Visa,1,2020,-0.03148057617162305,1420,435900.5,-0.0492231361796579,0.008652658708772742
454,Visa,1,2021,0.08620813404335785,1481,461913.0,0.10340565778632249,-0.2720764238415586
455,Vornado,1,2017,-1.0560646415726334,634,17284.0,0.040439340988517314,-0.252897223471686
456,Vornado,1,2018,-0.8576091694454107,1114,13323.5,0.03790786948176583,-0.09824933591989349
457,Vornado,1,2019,-1.3075954143850435,0,12247.0,-0.11049468331021728,-0.1395168075162163
458,Vornado,1,2020,-1.3075954143850435,0,9916.0,-0.2063409563409564,-0.566930728627865
459,Vornado,1,2021,-0.2183979394542398,2478,7582.0,0.04060248853962012,-0.09112032614367171
460,Walmart,1,2017,1.692312885212509,4969,260446.5,0.029781444945489843,0.28677212684570863
461,Walmart,1,2018,1.6253918539137944,4419,297100.0,0.028104720161968855,0.037341567684087584
462,Walmart,1,2019,2.596900618629617,5764,301619.5,0.0185826343056541,0.012849142908033073
463,Walmart,1,2020,0.3515846374692952,3171,361157.0,0.0671553770869755,0.0706347423137279
464,Walmart,1,2021,1.523856496081262,4870,392650.5,0.024327954345069625,-0.24921909979904777
465,Disney,1,2017,-1.086063724568609,404,163954.0,-0.00889775668679893,-0.12367947379707811
466,Disney,1,2018,-0.873762521827859,828,160890.5,0.07793314833959042,0.06641552136881479
467,Disney,1,2019,-1.1506771340984023,338,211216.5,0.1711646532287916,0.04635432095716929
468,Disney,1,2020,-0.3914695721233294,1534,295361.0,-0.060611720085623544,0.09012449798483835
469,Disney,1,2021,0.681574550425026,3010,304779.5,0.03104545176484974,-0.4140316715729152
470,WasteManagemen,1,2017,-1.1368314034848752,2580,34407.0,0.06436916746270849,0.05463650287641064
471,WasteManagemen,1,2018,1.81000159542749,6691,37706.0,0.029616845012081505,0.12574942924017696
472,WasteManagemen,1,2019,-1.192214325938984,646,43143.0,0.03627464127665281,0.01572705078406722
473,WasteManagemen,1,2020,0.45081237353290654,3344,49091.5,-0.015334843092850159,-0.10795728464548038
474,WasteManagemen,1,2021,0.07928526873659428,2754,59827.0,0.1427914311998948,0.1692948912430099
475,WellsFargo,1,2017,-1.016835071500973,384,287766.0,0.03785465511382946,-0.07215718630967616
476,WellsFargo,1,2018,-0.14686166461768277,1596,257831.5,0.03395709067842567,-0.1535724270755392
477,WellsFargo,1,2019,-0.2114750741474762,1280,222224.0,0.04575499703146635,-0.07436903692476937
478,WellsFargo,1,2020,-1.099909455182136,291,176158.5,-0.22195412739866016,-0.5790703212586132
479,WellsFargo,1,2021,0.9007986184725395,3087,158042.5,0.0021890619869386896,0.3425318004695419
480,Whirlpool,1,2017,-0.5299268782586011,1626,12885.0,0.02582295588377259,-0.25253117787955626
481,Whirlpool,1,2018,-0.3107028102110876,1654,9468.5,-0.010163271067613944,-0.2723483020997405
482,Whirlpool,1,2019,-0.3314714061313783,2070,8071.0,-0.02937681228312017,0.13956334756316657
483,Whirlpool,1,2020,0.26158738848136864,3033,10306.0,-0.04716195700083259,0.10257872257655665
484,Whirlpool,1,2021,1.2215580443525855,3783,12771.0,0.12998560855263164,0.06365842571925606
485,Wynn,1,2017,-1.051449398034791,404,13046.5,0.39700805523590343,0.7155481105335959
486,Wynn,1,2018,-0.22993604829884576,1468,14023.5,0.10658978583196044,-0.31608840790525217
487,Wynn,1,2019,-0.3453171367449055,1826,12795.0,-0.01578085454816136,0.16116894452074426
488,Wynn,1,2020,-0.23685891360560934,2246,13461.0,-0.6831039177129028,-0.3432848345569509
489,Wynn,1,2021,0.10236148642580621,2577,10921.5,0.79618138424821,-0.5152271337070302
490,Xylem,1,2017,-0.024557710864859472,2550,10565.5,0.2482100238663485,0.19473341742844785
491,Xylem,1,2018,0.1508215435731513,2792,12119.0,0.10622477161674104,0.061883887857499875
492,Xylem,1,2019,0.16005203064883608,2647,13089.0,0.008066064912617632,-0.09289331707189596
493,Xylem,1,2020,0.9977187327672297,3355,16266.5,-0.07106115450562012,0.14641397602579942
494,Xylem,1,2021,1.5307793613880254,4455,19984.5,0.06542247744052498,-0.0795735565077047
495,Comerica,1,2017,1.2654028579620882,4077,13414.5,0.1111486486486486,0.07995394758140284
496,Comerica,1,2018,0.28927884970842294,3379,13102.0,0.09303739738522343,-0.11942502771178531
497,Comerica,1,2019,1.6000080144556614,4754,11342.5,0.061752433936022255,-0.20413951691381205
498,Comerica,1,2020,-0.10993971631494366,2637,10960.5,-0.18941577154833644,-0.3304815266723742
499,Comerica,1,2021,0.5477324878275968,2827,9056.0,-0.022624434389140302,0.34642014198516
